"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Standard Error
	"Durham County, NC"	"37063"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	10418	Suppressed	Suppressed	Suppressed	Suppressed
	"Durham County, NC"	"37063"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3960	Suppressed	Suppressed	Suppressed	Suppressed
	"Durham County, NC"	"37063"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	21782	Suppressed	Suppressed	Suppressed	Suppressed
	"Durham County, NC"	"37063"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	165812	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Durham County, NC"	"37063"	"Hispanic or Latino"	"2135-2"			Suppressed	201972	Suppressed	Suppressed	Suppressed	Suppressed
	"Durham County, NC"	"37063"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	5208	Suppressed	Suppressed	Suppressed	Suppressed
	"Durham County, NC"	"37063"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	76852	Suppressed	Suppressed	Suppressed	Suppressed
	"Durham County, NC"	"37063"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	56	571216	9.80	1.31	9.36	1.27
	"Durham County, NC"	"37063"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	70	646149	10.83	1.29	10.30	1.29
"Total"	"Durham County, NC"	"37063"	"Not Hispanic or Latino"	"2186-2"			130	1299425	10.00	0.88	9.34	0.84
	"Durham County, NC"	"37063"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Durham County, NC"	"37063"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Durham County, NC"	"37063"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Durham County, NC"	"37063"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Durham County, NC"	"37063"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Durham County, NC"	"37063"					135	1501397	8.99	0.77	8.50	0.75
	"Edgecombe County, NC"	"37065"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	990	Suppressed	Suppressed	Suppressed	Suppressed
	"Edgecombe County, NC"	"37065"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	194	Suppressed	Suppressed	Suppressed	Suppressed
	"Edgecombe County, NC"	"37065"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	1649	Suppressed	Suppressed	Suppressed	Suppressed
	"Edgecombe County, NC"	"37065"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	8770	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Edgecombe County, NC"	"37065"	"Hispanic or Latino"	"2135-2"			Suppressed	11603	Suppressed	Suppressed	Suppressed	Suppressed
	"Edgecombe County, NC"	"37065"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	989	Suppressed	Suppressed	Suppressed	Suppressed
	"Edgecombe County, NC"	"37065"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	1125	Suppressed	Suppressed	Suppressed	Suppressed
	"Edgecombe County, NC"	"37065"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	156485	Suppressed	Suppressed	Suppressed	Suppressed
	"Edgecombe County, NC"	"37065"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	37	100520	36.81	6.05	42.19	7.23
"Total"	"Edgecombe County, NC"	"37065"	"Not Hispanic or Latino"	"2186-2"			46	259119	17.75	2.62	19.50	2.99
	"Edgecombe County, NC"	"37065"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Edgecombe County, NC"	"37065"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Edgecombe County, NC"	"37065"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Edgecombe County, NC"	"37065"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Edgecombe County, NC"	"37065"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Edgecombe County, NC"	"37065"					46	270722	16.99	2.51	18.62	2.84
	"Forsyth County, NC"	"37067"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	11096	Suppressed	Suppressed	Suppressed	Suppressed
	"Forsyth County, NC"	"37067"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3559	Suppressed	Suppressed	Suppressed	Suppressed
	"Forsyth County, NC"	"37067"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	32398	Suppressed	Suppressed	Suppressed	Suppressed
	"Forsyth County, NC"	"37067"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	186733	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Forsyth County, NC"	"37067"	"Hispanic or Latino"	"2135-2"			10	233786	Unreliable	1.35	Unreliable	1.36
	"Forsyth County, NC"	"37067"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	5728	Suppressed	Suppressed	Suppressed	Suppressed
	"Forsyth County, NC"	"37067"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	45599	Suppressed	Suppressed	Suppressed	Suppressed
	"Forsyth County, NC"	"37067"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	37	485901	7.61	1.25	7.75	1.31
	"Forsyth County, NC"	"37067"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	231	1072354	21.54	1.42	22.45	1.52
"Total"	"Forsyth County, NC"	"37067"	"Not Hispanic or Latino"	"2186-2"			271	1609582	16.84	1.02	17.13	1.07
	"Forsyth County, NC"	"37067"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Forsyth County, NC"	"37067"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Forsyth County, NC"	"37067"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Forsyth County, NC"	"37067"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Forsyth County, NC"	"37067"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Forsyth County, NC"	"37067"					281	1843368	15.24	0.91	15.54	0.94
	"Franklin County, NC"	"37069"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1567	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, NC"	"37069"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	556	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, NC"	"37069"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	2916	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, NC"	"37069"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	20859	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Franklin County, NC"	"37069"	"Hispanic or Latino"	"2135-2"			Suppressed	25898	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, NC"	"37069"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1501	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, NC"	"37069"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2003	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, NC"	"37069"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	84595	Suppressed	Suppressed	Suppressed	Suppressed
	"Franklin County, NC"	"37069"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	38	205706	18.47	3.00	18.97	3.18
"Total"	"Franklin County, NC"	"37069"	"Not Hispanic or Latino"	"2186-2"			41	293805	13.95	2.18	14.34	2.30
	"Franklin County, NC"	"37069"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Franklin County, NC"	"37069"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Franklin County, NC"	"37069"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Franklin County, NC"	"37069"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Franklin County, NC"	"37069"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Franklin County, NC"	"37069"					42	319703	13.14	2.03	13.53	2.13
	"Gaston County, NC"	"37071"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	2072	Suppressed	Suppressed	Suppressed	Suppressed
	"Gaston County, NC"	"37071"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	728	Suppressed	Suppressed	Suppressed	Suppressed
	"Gaston County, NC"	"37071"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	5504	Suppressed	Suppressed	Suppressed	Suppressed
	"Gaston County, NC"	"37071"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	62676	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Gaston County, NC"	"37071"	"Hispanic or Latino"	"2135-2"			Suppressed	70980	Suppressed	Suppressed	Suppressed	Suppressed
	"Gaston County, NC"	"37071"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	4458	Suppressed	Suppressed	Suppressed	Suppressed
	"Gaston County, NC"	"37071"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	17527	Suppressed	Suppressed	Suppressed	Suppressed
	"Gaston County, NC"	"37071"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	11	176085	Unreliable	1.88	Unreliable	1.90
	"Gaston County, NC"	"37071"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	214	802086	26.68	1.82	28.18	1.96
"Total"	"Gaston County, NC"	"37071"	"Not Hispanic or Latino"	"2186-2"			227	1000156	22.70	1.51	23.81	1.61
	"Gaston County, NC"	"37071"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Gaston County, NC"	"37071"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Gaston County, NC"	"37071"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Gaston County, NC"	"37071"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Gaston County, NC"	"37071"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Gaston County, NC"	"37071"					228	1071136	21.29	1.41	22.22	1.49
	"Gates County, NC"	"37073"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	34	Suppressed	Suppressed	Suppressed	Suppressed
	"Gates County, NC"	"37073"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	30	Suppressed	Suppressed	Suppressed	Suppressed
	"Gates County, NC"	"37073"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	191	Suppressed	Suppressed	Suppressed	Suppressed
	"Gates County, NC"	"37073"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	912	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Gates County, NC"	"37073"	"Hispanic or Latino"	"2135-2"			Suppressed	1167	Suppressed	Suppressed	Suppressed	Suppressed
	"Gates County, NC"	"37073"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	351	Suppressed	Suppressed	Suppressed	Suppressed
	"Gates County, NC"	"37073"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	245	Suppressed	Suppressed	Suppressed	Suppressed
	"Gates County, NC"	"37073"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	19205	Suppressed	Suppressed	Suppressed	Suppressed
	"Gates County, NC"	"37073"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	10	36702	Unreliable	8.62	Unreliable	8.69
"Total"	"Gates County, NC"	"37073"	"Not Hispanic or Latino"	"2186-2"			13	56503	Unreliable	6.38	Unreliable	6.61
	"Gates County, NC"	"37073"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Gates County, NC"	"37073"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Gates County, NC"	"37073"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Gates County, NC"	"37073"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Gates County, NC"	"37073"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Gates County, NC"	"37073"					13	57670	Unreliable	6.25	Unreliable	6.47
	"Graham County, NC"	"37075"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	331	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	39	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	1012	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Graham County, NC"	"37075"	"Hispanic or Latino"	"2135-2"			Suppressed	1386	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	3021	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	204	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	Suppressed	392	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	Suppressed	38092	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Graham County, NC"	"37075"	"Not Hispanic or Latino"	"2186-2"			Suppressed	41709	Suppressed	Suppressed	Suppressed	Suppressed
	"Graham County, NC"	"37075"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Graham County, NC"	"37075"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Graham County, NC"	"37075"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Graham County, NC"	"37075"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Graham County, NC"	"37075"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Graham County, NC"	"37075"					Suppressed	43095	Suppressed	Suppressed	Suppressed	Suppressed
	"Granville County, NC"	"37077"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1369	Suppressed	Suppressed	Suppressed	Suppressed
	"Granville County, NC"	"37077"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	311	Suppressed	Suppressed	Suppressed	Suppressed
	"Granville County, NC"	"37077"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	2257	Suppressed	Suppressed	Suppressed	Suppressed
	"Granville County, NC"	"37077"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	18687	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Granville County, NC"	"37077"	"Hispanic or Latino"	"2135-2"			Suppressed	22624	Suppressed	Suppressed	Suppressed	Suppressed
	"Granville County, NC"	"37077"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1235	Suppressed	Suppressed	Suppressed	Suppressed
	"Granville County, NC"	"37077"	"Not Hispanic or Latino"	"2186-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	2292	Suppressed	Suppressed	Suppressed	Suppressed
	"Granville County, NC"	"37077"	"Not Hispanic or Latino"	"2186-2"	"Black or African American"	"2054-5"	11	94441	Unreliable	3.51	Unreliable	3.92
	"Granville County, NC"	"37077"	"Not Hispanic or Latino"	"2186-2"	"White"	"2106-3"	31	173445	17.87	3.21	19.40	3.59
"Total"	"Granville County, NC"	"37077"	"Not Hispanic or Latino"	"2186-2"			42	271413	15.47	2.39	16.56	2.63
	"Granville County, NC"	"37077"	"Not Stated"	"NS"	"American Indian or Alaska Native"	"1002-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Granville County, NC"	"37077"	"Not Stated"	"NS"	"Asian or Pacific Islander"	"A-PI"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Granville County, NC"	"37077"	"Not Stated"	"NS"	"Black or African American"	"2054-5"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Granville County, NC"	"37077"	"Not Stated"	"NS"	"White"	"2106-3"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Granville County, NC"	"37077"	"Not Stated"	"NS"			Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Granville County, NC"	"37077"					42	294037	14.28	2.20	15.14	2.39
	"Greene County, NC"	"37079"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	1852	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, NC"	"37079"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	Suppressed	335	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, NC"	"37079"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	Suppressed	1099	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, NC"	"37079"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	Suppressed	12455	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Greene County, NC"	"37079"	"Hispanic or Latino"	"2135-2"			Suppressed	15741	Suppressed	Suppressed	Suppressed	Suppressed
	"Greene County, NC"	"37079"	"Not Hispanic or Latino"	"2186-2"	"American Indian or Alaska Native"	"1002-5"	Suppressed	579	Suppressed	Suppressed	Suppressed	Suppressed
